,Month,Day,Year,Assgn_dam,NodeCount_x,NodeCount_y
3115,4,2,2023,8628.0,50,41
3116,4,2,2023,8631.0,50,50
3117,4,2,2024,70.0,22,45
3118,4,2,2025,901.0,5,14
3119,4,3,2015,59.0,41,39
3120,4,3,2015,60.0,32,44
3121,4,3,2015,70.0,16,42
3122,4,3,2015,80.0,7,26
3123,4,3,2016,269.0,24,9
3124,4,3,2016,293.0,22,45
3125,4,3,2016,295.0,5,48
3126,4,3,2016,297.0,11,43
3127,4,3,2016,301.0,8,38
3128,4,3,2016,305.0,37,46
3129,4,3,2016,306.0,12,48
3130,4,3,2016,310.0,47,39
3131,4,3,2016,8545.0,48,49
3132,4,3,2016,8548.0,38,41
3133,4,3,2016,8574.0,18,30
3134,4,3,2016,8580.0,49,40
3135,4,3,2017,99.0,9,26
3136,4,3,2021,59.0,41,48
3137,4,3,2021,60.0,33,44
3138,4,3,2021,368.0,18,34
3139,4,3,2021,397.0,13,21
3140,4,3,2021,399.0,31,42
3141,4,3,2021,406.0,6,6
3142,4,3,2021,407.0,6,8
3143,4,3,2021,413.0,6,34
3144,4,3,2021,416.0,12,6
3145,4,3,2021,8600.0,6,25
3146,4,3,2021,8611.0,14,24
3147,4,3,2021,8615.0,46,26
3148,4,3,2021,8618.0,42,46
3149,4,3,2022,525.0,11,32
3150,4,3,2022,8532.0,36,41
3151,4,3,2022,8534.0,50,47
3152,4,3,2023,95.0,6,20
3153,4,3,2023,757.0,13,9
3154,4,3,2023,762.0,27,48
3155,4,3,2023,763.0,27,44
3156,4,3,2023,786.0,50,49
3157,4,3,2024,59.0,39,48
3158,4,3,2024,60.0,32,44
3159,4,3,2024,70.0,25,43
3160,4,3,2024,80.0,9,32
3161,4,3,2024,317.0,22,42
3162,4,3,2024,8550.0,46,50
3163,4,4,2013,872.0,5,9
3164,4,4,2013,888.0,34,16
3165,4,4,2013,889.0,10,42
3166,4,4,2013,890.0,16,10
3167,4,4,2013,892.0,40,23
3168,4,4,2015,219.0,33,46
3169,4,4,2016,567.0,11,47
3170,4,4,2016,585.0,5,33
3171,4,4,2016,591.0,47,46
3172,4,4,2016,610.0,13,28
3173,4,4,2016,620.0,39,47
3174,4,4,2018,8590.0,31,26
3175,4,4,2018,8591.0,19,21
3176,4,4,2018,8594.0,5,49
3177,4,4,2018,8612.0,49,46
3178,4,4,2019,525.0,11,30
3179,4,4,2019,555.0,22,46
3180,4,4,2019,559.0,19,34
3181,4,4,2019,567.0,12,46
3182,4,4,2019,572.0,34,49
3183,4,4,2019,587.0,47,47
3184,4,4,2020,8644.0,7,6
3185,4,4,2021,219.0,20,45
3186,4,4,2022,548.0,20,48
3187,4,4,2022,555.0,21,44
3188,4,4,2022,585.0,5,34
3189,4,4,2022,587.0,33,46
3190,4,4,2023,95.0,6,32
3191,4,4,2023,99.0,8,37
3192,4,4,2023,103.0,8,34
3193,4,4,2024,60.0,32,43
3194,4,4,2024,8591.0,19,21
3195,4,4,2024,8594.0,5,49
3196,4,4,2024,8612.0,9,6
3197,4,4,2025,48.0,5,47
3198,4,5,2013,8667.0,50,49
3199,4,5,2013,8669.0,19,8
3200,4,5,2013,8671.0,50,49
3201,4,5,2013,8672.0,50,50
3202,4,5,2013,8674.0,21,21
3203,4,5,2013,8675.0,10,24
3204,4,5,2013,8676.0,50,48
3205,4,5,2013,8680.0,50,49
3206,4,5,2013,8681.0,47,36
3207,4,5,2013,8684.0,48,50
3208,4,5,2013,8685.0,42,50
3209,4,5,2013,8688.0,50,27
3210,4,5,2014,310.0,49,29
3211,4,5,2015,95.0,5,5
3212,4,5,2016,70.0,19,46
3213,4,5,2016,317.0,31,40
3214,4,5,2016,8550.0,46,50
3215,4,5,2020,302.0,47,45
3216,4,5,2020,310.0,49,43
3217,4,5,2020,320.0,35,32
3218,4,5,2020,322.0,33,41
3219,4,5,2020,324.0,45,43
3220,4,5,2020,326.0,42,33
3221,4,5,2020,327.0,33,49
3222,4,5,2020,8570.0,42,43
3223,4,5,2021,95.0,6,17
3224,4,5,2021,8591.0,15,25
3225,4,5,2021,8595.0,7,47
3226,4,5,2021,8604.0,49,29
3227,4,5,2021,8622.0,49,46
3228,4,5,2021,8626.0,50,50
3229,4,5,2021,8628.0,48,33
3230,4,5,2021,8629.0,40,45
3231,4,5,2021,8631.0,50,50
3232,4,5,2021,8634.0,49,43
3233,4,5,2021,8636.0,50,50
3234,4,5,2021,8637.0,37,49
3235,4,5,2021,8639.0,19,45
3236,4,5,2023,246.0,32,50
3237,4,5,2023,8530.0,8,24
3238,4,5,2023,8644.0,7,8
3239,4,5,2024,8591.0,17,23
3240,4,5,2024,8604.0,45,31
3241,4,5,2024,8622.0,42,47
3242,4,5,2024,8629.0,35,32
3243,4,5,2025,70.0,15,39
3244,4,5,2025,81.0,12,49
3245,4,5,2025,83.0,13,46
3246,4,5,2025,87.0,6,26
3247,4,6,2014,8684.0,33,50
3248,4,6,2014,8685.0,42,49
3249,4,6,2014,8688.0,50,27
3250,4,6,2014,8690.0,39,45
3251,4,6,2014,8691.0,39,42
3252,4,6,2014,8693.0,49,39
3253,4,6,2014,8694.0,34,42
3254,4,6,2014,8695.0,49,49
3255,4,6,2014,8699.0,50,49
3256,4,6,2014,8700.0,47,48
3257,4,6,2014,8701.0,50,48
3258,4,6,2014,8703.0,37,36
3259,4,6,2014,8704.0,49,49
3260,4,6,2014,8705.0,28,49
3261,4,6,2014,8706.0,49,48
3262,4,6,2015,30151.0,50,29
3263,4,6,2016,670.0,48,18
3264,4,6,2017,269.0,19,7
3265,4,6,2017,293.0,10,5
3266,4,6,2017,297.0,9,43
3267,4,6,2017,298.0,5,24
3268,4,6,2017,305.0,44,30
3269,4,6,2017,320.0,26,35
3270,4,6,2017,324.0,46,43
3271,4,6,2017,326.0,39,34
3272,4,6,2017,327.0,34,47
3273,4,6,2017,328.0,14,44
3274,4,6,2017,341.0,10,17
3275,4,6,2017,343.0,17,18
3276,4,6,2017,347.0,21,23
3277,4,6,2017,349.0,23,37
3278,4,6,2017,351.0,6,19
3279,4,6,2017,353.0,10,43
3280,4,6,2017,354.0,19,14
3281,4,6,2017,357.0,10,23
3282,4,6,2017,359.0,35,37
3283,4,6,2017,361.0,25,36
3284,4,6,2017,8545.0,49,49
3285,4,6,2017,8548.0,44,40
3286,4,6,2017,8563.0,30,14
3287,4,6,2017,8565.0,37,30
3288,4,6,2017,8574.0,10,34
3289,4,6,2017,8580.0,49,42
3290,4,6,2017,30540.0,23,39
3291,4,6,2020,525.0,11,32
3292,4,6,2020,8685.0,42,50
3293,4,6,2020,8688.0,45,27
3294,4,6,2020,8690.0,22,23
3295,4,6,2020,8691.0,28,26
3296,4,6,2020,8693.0,46,28
3297,4,6,2020,8694.0,50,50
3298,4,6,2020,8695.0,49,49
3299,4,6,2020,8696.0,50,48
3300,4,6,2020,8699.0,35,49
3301,4,6,2020,8700.0,48,47
3302,4,6,2020,8701.0,50,49
3303,4,6,2020,8702.0,49,47
3304,4,6,2020,8703.0,47,36
3305,4,6,2020,8704.0,49,49
3306,4,6,2020,8705.0,28,49
3307,4,6,2022,59.0,39,48
3308,4,6,2022,60.0,32,34
3309,4,6,2022,70.0,15,41
3310,4,6,2023,302.0,46,28
3311,4,6,2023,310.0,48,43
3312,4,6,2023,320.0,40,40
3313,4,6,2023,324.0,23,27
3314,4,6,2024,276.0,48,42
3315,4,6,2025,59.0,40,48
3316,4,6,2025,60.0,33,44
3317,4,6,2025,70.0,15,45
3318,4,6,2025,81.0,9,49
3319,4,6,2025,83.0,12,48
3320,4,6,2025,87.0,7,45
3321,4,6,2025,96.0,15,30
3322,4,6,2025,101.0,17,43
3323,4,6,2025,104.0,11,17
3324,4,6,2025,105.0,22,11
3325,4,6,2025,107.0,38,21
3326,4,6,2025,399.0,41,47
3327,4,6,2025,8600.0,6,27
3328,4,7,2013,666.0,35,48
3329,4,7,2013,670.0,45,48
3330,4,7,2014,70.0,15,38
3331,4,7,2016,8591.0,21,25
3332,4,7,2016,8595.0,8,47
3333,4,7,2016,8604.0,45,30
3334,4,7,2016,8617.0,49,49
3335,4,7,2016,8622.0,49,47
3336,4,7,2016,8625.0,12,45
3337,4,7,2016,8626.0,50,50
3338,4,7,2016,8629.0,38,43
3339,4,7,2017,8678.0,20,20
3340,4,7,2018,8544.0,18,13
3341,4,7,2018,8547.0,25,40
3342,4,7,2019,60.0,27,36
3343,4,7,2020,70.0,25,37
3344,4,7,2022,59.0,37,6
3345,4,7,2022,60.0,32,41
3346,4,7,2022,80.0,7,34
3347,4,7,2022,8612.0,49,33
3348,4,7,2022,30124.0,46,47
3349,4,7,2023,310.0,47,42
3350,4,7,2023,349.0,19,8
3351,4,7,2023,354.0,10,13
3352,4,7,2023,357.0,8,19
3353,4,7,2023,8574.0,17,29
3354,4,7,2023,8580.0,49,43
3355,4,7,2024,246.0,8,50
3356,4,7,2024,253.0,38,42
3357,4,7,2024,481.0,9,50
3358,4,7,2024,484.0,21,35
3359,4,7,2024,488.0,21,48
3360,4,7,2024,495.0,37,31
3361,4,7,2024,8530.0,9,25
3362,4,7,2024,8642.0,37,49
3363,4,7,2025,59.0,36,6
3364,4,7,2025,60.0,21,42
3365,4,8,2017,317.0,22,43
3366,4,8,2017,399.0,38,47
3367,4,8,2017,8550.0,46,50
3368,4,8,2017,8553.0,35,47
3369,4,8,2017,8556.0,45,49
3370,4,8,2017,8559.0,35,38
3371,4,8,2017,8615.0,33,26
3372,4,8,2017,8618.0,47,33
3373,4,8,2018,8671.0,50,49
3374,4,8,2018,8672.0,50,50
3375,4,8,2018,8673.0,40,31
3376,4,8,2018,8674.0,47,37
3377,4,8,2018,8675.0,30,44
3378,4,8,2018,8676.0,50,50
3379,4,8,2018,8680.0,37,23
3380,4,8,2018,8681.0,12,11
3381,4,8,2019,237.0,41,43
3382,4,8,2021,265.0,48,44
3383,4,8,2021,268.0,45,39
3384,4,8,2021,8530.0,13,26
3385,4,8,2021,8534.0,50,47
3386,4,8,2022,8617.0,49,49
3387,4,8,2022,8626.0,50,50
3388,4,8,2022,8629.0,39,42
3389,4,8,2023,368.0,28,32
3390,4,8,2024,45.0,27,47
3391,4,8,2024,310.0,48,26
3392,4,8,2024,525.0,11,31
3393,4,8,2025,95.0,6,8
3394,4,8,2025,8591.0,16,16
3395,4,8,2025,8604.0,22,19
3396,4,8,2025,8622.0,45,43
3397,4,8,2025,8629.0,36,40
3398,4,8,2025,8637.0,36,49
3399,4,8,2025,8639.0,21,37
3400,4,9,2014,429.0,5,45
3401,4,9,2014,8591.0,21,24
3402,4,9,2014,8595.0,8,47
3403,4,9,2014,8612.0,49,46
3404,4,9,2014,8628.0,13,41
3405,4,9,2014,8631.0,44,34
3406,4,9,2016,454.0,20,27
3407,4,9,2016,8644.0,5,10
3408,4,9,2017,670.0,48,22
3409,4,9,2018,48.0,14,46
3410,4,9,2018,57.0,5,49
3411,4,9,2018,297.0,10,43
3412,4,9,2018,298.0,7,37
3413,4,9,2018,301.0,7,38
3414,4,9,2018,306.0,20,46
3415,4,9,2018,8545.0,48,45
3416,4,9,2019,95.0,5,22
3417,4,9,2019,99.0,8,37
3418,4,9,2019,103.0,7,40
3419,4,9,2019,468.0,13,46
3420,4,9,2020,60.0,24,45
3421,4,9,2020,80.0,23,39
3422,4,9,2020,8628.0,36,21
3423,4,9,2020,8631.0,50,44
3424,4,9,2022,103.0,6,30
3425,4,9,2022,246.0,41,50
3426,4,9,2022,276.0,39,42
3427,4,9,2022,8626.0,50,50
3428,4,9,2022,8629.0,40,39
3429,4,9,2022,8635.0,23,35
3430,4,9,2022,30151.0,34,15
3431,4,9,2023,59.0,36,49
3432,4,9,2023,60.0,35,45
3433,4,9,2023,70.0,15,45
3434,4,9,2023,368.0,11,26
3435,4,9,2023,397.0,6,19
3436,4,9,2023,399.0,23,24
3437,4,9,2023,413.0,5,36
3438,4,9,2023,416.0,12,5
3439,4,9,2023,666.0,34,49
3440,4,9,2023,670.0,48,49
3441,4,9,2023,8600.0,6,25
3442,4,9,2023,8611.0,20,14
3443,4,9,2023,8615.0,44,26
3444,4,9,2023,8618.0,24,44
3445,4,9,2023,8776.0,33,15
3446,4,9,2024,310.0,46,35
3447,4,9,2024,8563.0,17,8
3448,4,9,2024,8565.0,35,21
3449,4,9,2024,8574.0,17,27
3450,4,9,2024,8578.0,31,14
3451,4,9,2024,8580.0,9,28
3452,4,9,2025,95.0,6,34
3453,4,9,2025,99.0,11,37
3454,4,9,2025,103.0,6,41
3455,4,9,2025,428.0,27,41
3456,4,9,2025,436.0,42,47
3457,4,9,2025,8626.0,50,50
3458,4,9,2025,8629.0,38,45
3459,4,9,2025,8635.0,37,48
3460,4,9,2025,8639.0,20,49
3461,4,9,2025,8642.0,48,49
3462,4,10,2013,488.0,18,48
3463,4,10,2013,495.0,20,30
3464,4,10,2014,28.0,43,27
3465,4,10,2014,237.0,40,50
3466,4,10,2014,757.0,14,6
3467,4,10,2014,763.0,27,43
3468,4,10,2014,786.0,50,49
3469,4,10,2014,8520.0,40,46
3470,4,10,2014,8522.0,50,47
3471,4,10,2015,368.0,17,27
3472,4,10,2015,8578.0,39,5
3473,4,10,2015,8580.0,49,36
3474,4,10,2016,45.0,26,47
3475,4,10,2016,48.0,6,45
3476,4,10,2016,50.0,13,24
3477,4,10,2016,53.0,8,50
3478,4,10,2016,54.0,42,37
3479,4,10,2017,95.0,5,13
3480,4,10,2017,8590.0,7,28
3481,4,10,2017,8591.0,11,5
3482,4,10,2017,8622.0,48,44
3483,4,10,2019,225.0,44,42
3484,4,10,2019,232.0,5,7
3485,4,10,2021,70.0,20,39
3486,4,10,2022,459.0,17,6
3487,4,10,2022,481.0,9,50
3488,4,10,2022,484.0,23,34
3489,4,10,2022,488.0,23,48
3490,4,10,2022,495.0,33,31
3491,4,10,2022,8642.0,38,49
3492,4,10,2022,8644.0,6,7
3493,4,10,2022,8658.0,5,49
3494,4,10,2022,8660.0,5,50
3495,4,10,2022,8661.0,30,50
3496,4,10,2022,8667.0,50,50
3497,4,10,2022,8668.0,16,24
3498,4,10,2022,8669.0,23,18
3499,4,10,2022,8673.0,21,23
3500,4,10,2022,8674.0,10,30
3501,4,10,2023,59.0,30,6
3502,4,10,2023,670.0,46,12
3503,4,10,2023,8612.0,49,46
3504,4,10,2023,8628.0,39,25
3505,4,10,2023,8631.0,50,50
3506,4,10,2024,70.0,20,32
3507,4,10,2024,343.0,16,12
3508,4,10,2024,361.0,12,30
3509,4,10,2024,399.0,41,47
3510,4,10,2024,413.0,7,36
3511,4,10,2024,416.0,13,7
3512,4,10,2024,8600.0,6,26
3513,4,10,2024,8615.0,49,26
3514,4,10,2024,8618.0,47,49
3515,4,10,2024,30540.0,25,24
3516,4,10,2025,225.0,41,43
3517,4,10,2025,246.0,31,46
3518,4,10,2025,253.0,38,42
3519,4,10,2025,945.0,39,7
3520,4,11,2015,635.0,18,43
3521,4,11,2015,670.0,48,7
3522,4,11,2017,246.0,42,49
3523,4,11,2017,30151.0,50,41
3524,4,11,2018,59.0,40,49
3525,4,11,2018,60.0,28,41
3526,4,11,2018,317.0,14,39
3527,4,11,2018,382.0,10,5
3528,4,11,2018,397.0,8,8
3529,4,11,2018,399.0,40,48
3530,4,11,2018,413.0,5,9
3531,4,11,2018,416.0,9,5
3532,4,11,2018,8550.0,46,50
3533,4,11,2018,8553.0,45,47
3534,4,11,2018,8600.0,6,25
3535,4,11,2018,8602.0,5,6
3536,4,11,2018,8615.0,48,26
3537,4,11,2018,8618.0,48,48
3538,4,11,2020,428.0,27,43
3539,4,11,2020,431.0,33,45
3540,4,11,2020,436.0,38,48
3541,4,11,2020,8642.0,48,49
3542,4,11,2021,620.0,11,10
3543,4,11,2022,322.0,25,40
3544,4,11,2022,324.0,45,43
3545,4,11,2022,326.0,32,34
3546,4,11,2022,327.0,34,46
3547,4,11,2023,95.0,6,24
3548,4,11,2023,8591.0,15,15
3549,4,11,2023,8604.0,45,29
3550,4,11,2023,8625.0,18,47
3551,4,11,2023,8627.0,47,49
3552,4,11,2023,8628.0,35,24
3553,4,11,2023,8631.0,50,50
3554,4,11,2023,8634.0,46,47
3555,4,11,2023,8636.0,50,50
3556,4,11,2023,8637.0,16,48
3557,4,11,2023,8639.0,6,49
3558,4,11,2024,59.0,31,33
3559,4,11,2024,60.0,35,44
3560,4,11,2024,70.0,19,36
3561,4,11,2024,80.0,12,37
3562,4,11,2024,101.0,21,45
3563,4,11,2024,104.0,10,20
3564,4,11,2024,105.0,21,10
3565,4,11,2024,107.0,37,20
3566,4,12,2014,888.0,33,19
3567,4,12,2014,890.0,19,10
3568,4,12,2014,905.0,10,44
3569,4,12,2015,59.0,43,24
3570,4,12,2015,60.0,28,36
3571,4,12,2016,298.0,7,37
3572,4,12,2016,301.0,5,38
3573,4,12,2016,341.0,10,16
3574,4,12,2016,343.0,16,16
3575,4,12,2016,349.0,20,37
3576,4,12,2016,359.0,36,37
3577,4,12,2016,361.0,16,47
3578,4,12,2016,368.0,22,37
3579,4,12,2016,399.0,41,47
3580,4,12,2016,8545.0,48,49
3581,4,12,2016,8560.0,49,46
3582,4,12,2016,8562.0,6,50
3583,4,12,2016,8574.0,18,30
3584,4,12,2016,8578.0,38,31
3585,4,12,2016,8580.0,49,41
3586,4,12,2016,8615.0,33,22
3587,4,12,2016,8618.0,47,33
3588,4,12,2016,30540.0,23,34
3589,4,12,2017,147.0,5,24
3590,4,12,2017,8667.0,50,50
3591,4,12,2017,8668.0,39,43
3592,4,12,2017,8669.0,32,10
3593,4,12,2017,8673.0,30,43
3594,4,12,2017,8674.0,24,26
3595,4,12,2017,8675.0,14,31
3596,4,12,2019,293.0,23,45
3597,4,12,2019,297.0,9,44
3598,4,12,2019,301.0,5,38
3599,4,12,2019,305.0,34,47
3600,4,12,2019,306.0,5,43
3601,4,12,2019,8545.0,48,49
3602,4,12,2019,8548.0,49,41
3603,4,12,2020,231.0,5,50
3604,4,12,2020,232.0,10,50
3605,4,12,2020,8527.0,6,50
3606,4,12,2021,60.0,29,42
3607,4,12,2021,8590.0,23,26
3608,4,12,2021,8591.0,14,16
3609,4,12,2021,8612.0,44,41
3610,4,12,2021,8614.0,49,46
3611,4,12,2021,8628.0,37,24
3612,4,12,2021,8631.0,50,50
3613,4,12,2023,103.0,5,22
3614,4,12,2023,246.0,8,50
3615,4,12,2023,276.0,11,35
3616,4,12,2023,278.0,47,13
3617,4,12,2023,436.0,32,46
3618,4,12,2023,8639.0,8,49
3619,4,12,2023,8642.0,48,49
3620,4,12,2023,30151.0,30,26
3621,4,12,2024,59.0,39,47
3622,4,12,2024,60.0,21,44
3623,4,12,2024,8612.0,45,42
3624,4,12,2025,269.0,20,9
3625,4,12,2025,293.0,22,45
3626,4,12,2025,297.0,9,43
3627,4,12,2025,298.0,6,40
3628,4,12,2025,301.0,12,33
3629,4,12,2025,305.0,35,49
3630,4,12,2025,306.0,6,46
3631,4,12,2025,310.0,48,36
3632,4,12,2025,347.0,33,16
3633,4,12,2025,8563.0,36,13
3634,4,12,2025,8574.0,16,28
3635,4,13,2014,525.0,10,33
3636,4,13,2015,793.0,11,9
3637,4,13,2015,794.0,20,9
3638,4,13,2016,620.0,49,46
3639,4,13,2016,635.0,26,38
3640,4,13,2016,666.0,34,44
3641,4,13,2016,670.0,36,47
3642,4,13,2016,8775.0,15,20
3643,4,13,2016,8776.0,34,15
3644,4,13,2016,8777.0,6,36
3645,4,13,2018,95.0,6,15
3646,4,13,2019,8749.0,34,39
3647,4,13,2021,28.0,14,9
3648,4,13,2021,29.0,49,50
3649,4,13,2021,30.0,48,49
3650,4,13,2021,8520.0,42,42
3651,4,13,2021,8522.0,42,48
3652,4,13,2023,225.0,35,42
3653,4,13,2023,231.0,5,36
3654,4,13,2023,232.0,7,46
3655,4,13,2023,246.0,8,50
3656,4,13,2023,250.0,8,18
3657,4,13,2023,253.0,15,42
3658,4,13,2023,901.0,8,23
3659,4,13,2023,8530.0,6,11
3660,4,13,2023,8547.0,27,43
3661,4,13,2023,8667.0,50,50
3662,4,13,2023,8668.0,40,33
3663,4,13,2023,8669.0,21,15
3664,4,13,2023,8674.0,23,27
3665,4,13,2023,8675.0,14,31
3666,4,13,2024,8591.0,15,17
3667,4,13,2024,8604.0,43,28
3668,4,13,2024,8612.0,45,43
3669,4,13,2024,8617.0,49,49
3670,4,13,2024,8622.0,23,41
3671,4,13,2024,8625.0,16,46
3672,4,13,2024,8626.0,50,50
3673,4,13,2024,8629.0,36,26
3674,4,13,2024,8631.0,49,47
3675,4,13,2024,8634.0,49,48
3676,4,13,2024,8637.0,12,44
3677,4,13,2024,8639.0,6,32
3678,4,13,2025,70.0,17,39
3679,4,13,2025,298.0,7,38
3680,4,13,2025,301.0,9,38
3681,4,13,2025,610.0,11,17
3682,4,13,2025,620.0,31,39
3683,4,13,2025,8545.0,48,49
3684,4,13,2025,8546.0,37,46
3685,4,13,2025,8550.0,15,31
3686,4,13,2025,8562.0,5,49
3687,4,13,2025,8678.0,21,22
3688,4,14,2013,670.0,46,8
3689,4,14,2014,48.0,6,46
3690,4,14,2015,95.0,6,31
3691,4,14,2015,99.0,9,37
3692,4,14,2015,103.0,6,40
3693,4,14,2016,421.0,20,47
3694,4,14,2017,555.0,11,47
3695,4,14,2019,59.0,38,19
3696,4,14,2020,48.0,10,46
3697,4,14,2020,269.0,25,9
3698,4,14,2020,293.0,8,17
3699,4,14,2020,305.0,40,47
3700,4,14,2021,95.0,6,27
3701,4,14,2021,99.0,9,37
3702,4,14,2021,103.0,6,37
3703,4,14,2022,59.0,41,47
3704,4,14,2022,60.0,31,40
3705,4,14,2022,317.0,18,40
3706,4,14,2022,368.0,14,33
3707,4,14,2022,8550.0,40,50
3708,4,14,2022,8553.0,48,49
3709,4,14,2023,265.0,40,47
3710,4,14,2023,268.0,31,50
3711,4,14,2023,320.0,48,34
3712,4,14,2023,322.0,42,40
3713,4,14,2023,324.0,47,43
3714,4,14,2023,327.0,34,49
3715,4,14,2023,8530.0,5,18
3716,4,14,2023,8531.0,50,45
3717,4,14,2023,8532.0,36,43
3718,4,14,2023,8534.0,50,46
3719,4,14,2024,40.0,6,45
3720,4,14,2024,95.0,5,30
3721,4,14,2024,99.0,8,37
3722,4,14,2024,103.0,6,33
3723,4,14,2024,246.0,10,50
3724,4,14,2024,276.0,48,41
3725,4,14,2024,8639.0,7,41
3726,4,14,2024,8642.0,5,49
3727,4,14,2024,30151.0,49,40
3728,4,14,2025,70.0,17,45
3729,4,14,2025,80.0,10,29
3730,4,14,2025,83.0,12,50
3731,4,14,2025,87.0,16,45
3732,4,14,2025,96.0,14,31
3733,4,14,2025,101.0,17,43
3734,4,14,2025,104.0,11,17
3735,4,14,2025,105.0,24,11
3736,4,14,2025,107.0,41,24
3737,4,14,2025,620.0,46,37
3738,4,15,2013,95.0,6,18
3739,4,15,2015,40.0,7,45
3740,4,15,2015,50.0,37,7
3741,4,15,2015,225.0,28,44
3742,4,15,2015,231.0,7,34
3743,4,15,2015,307.0,10,44
3744,4,15,2015,311.0,5,17
3745,4,15,2015,888.0,32,19
3746,4,15,2015,889.0,10,17
3747,4,15,2015,890.0,19,10
3748,4,15,2016,757.0,13,5
3749,4,15,2016,763.0,27,43
3750,4,15,2016,786.0,50,49
3751,4,15,2016,787.0,34,47
3752,4,15,2016,788.0,43,45
3753,4,15,2016,790.0,25,37
3754,4,15,2016,793.0,25,22
3755,4,15,2016,794.0,17,25
3756,4,15,2016,808.0,13,13
3757,4,15,2016,8790.0,15,48
3758,4,15,2016,8791.0,30,15
3759,4,15,2016,8792.0,29,30
3760,4,15,2016,8795.0,38,40
3761,4,15,2021,40.0,7,40
3762,4,15,2021,50.0,7,31
3763,4,15,2021,8527.0,6,49
3764,4,15,2022,59.0,43,24
3765,4,15,2022,670.0,48,28
3766,4,15,2022,8590.0,21,20
3767,4,15,2022,8775.0,11,16
3768,4,15,2022,8776.0,24,11
3769,4,15,2022,8777.0,39,28
3770,4,15,2022,8779.0,28,21
3771,4,15,2022,8780.0,44,27
3772,4,15,2022,8790.0,15,48
3773,4,15,2022,8792.0,29,30
3774,4,15,2023,525.0,11,33
3775,4,15,2024,311.0,6,5
3776,4,15,2024,8642.0,7,42
3777,4,15,2024,8669.0,23,13
3778,4,15,2024,8674.0,31,34
3779,4,15,2024,8675.0,10,33
3780,4,15,2025,60.0,33,11
3781,4,15,2025,80.0,10,32
3782,4,15,2025,8591.0,13,19
3783,4,15,2025,8612.0,49,46
3784,4,16,2014,59.0,40,49
3785,4,16,2014,60.0,32,44
3786,4,16,2014,70.0,18,44
3787,4,16,2014,317.0,26,46
3788,4,16,2014,8550.0,42,50
3789,4,16,2014,8553.0,46,49
3790,4,16,2016,468.0,16,34
3791,4,16,2016,8639.0,7,49
3792,4,16,2016,8642.0,48,49
3793,4,16,2016,8661.0,49,50
3794,4,16,2017,635.0,12,25
3795,4,16,2018,265.0,45,44
3796,4,16,2018,268.0,36,49
3797,4,16,2018,293.0,24,45
3798,4,16,2018,8530.0,14,21
3799,4,16,2018,8532.0,48,44
3800,4,16,2019,8591.0,16,17
3801,4,16,2019,8604.0,47,30
3802,4,16,2019,8617.0,49,49
3803,4,16,2019,8622.0,49,41
3804,4,16,2019,8625.0,18,47
3805,4,16,2019,8626.0,50,50
3806,4,16,2019,8628.0,39,23
3807,4,16,2019,8629.0,37,46
3808,4,16,2019,8631.0,50,50
3809,4,16,2019,8634.0,49,48
3810,4,16,2019,8636.0,50,50
3811,4,16,2019,8637.0,26,49
3812,4,16,2019,8639.0,5,43
3813,4,16,2020,59.0,39,49
3814,4,16,2020,60.0,35,44
3815,4,16,2020,317.0,25,38
3816,4,16,2020,8550.0,45,50
3817,4,16,2020,8553.0,44,48
3818,4,16,2022,95.0,6,14
3819,4,16,2023,306.0,6,37
3820,4,16,2023,8545.0,48,49
3821,4,16,2023,8546.0,34,47
3822,4,16,2023,8550.0,40,50
3823,4,16,2023,8553.0,44,46
3824,4,16,2023,8560.0,40,46
3825,4,16,2023,8562.0,6,50
3826,4,16,2023,8678.0,21,23
3827,4,16,2024,8669.0,32,22
3828,4,16,2024,8675.0,15,35
3829,4,16,2024,8685.0,41,50
3830,4,16,2025,28.0,42,34
3831,4,16,2025,30.0,49,36
3832,4,16,2025,95.0,6,6
3833,4,16,2025,468.0,10,36
3834,4,16,2025,8520.0,40,46
3835,4,16,2025,8522.0,50,47
3836,4,16,2025,8591.0,17,17
3837,4,16,2025,8604.0,41,29
3838,4,16,2025,8612.0,49,46
3839,4,16,2025,8617.0,49,49
3840,4,16,2025,8622.0,42,43
3841,4,16,2025,8625.0,13,41
3842,4,16,2025,8626.0,50,50
3843,4,16,2025,8628.0,12,32
3844,4,16,2025,8629.0,37,36
3845,4,16,2025,8637.0,24,49
3846,4,16,2025,8639.0,10,35
3847,4,17,2015,48.0,5,45
3848,4,17,2015,54.0,18,46
3849,4,17,2015,320.0,17,32
3850,4,17,2015,322.0,27,22
3851,4,17,2015,324.0,22,39
3852,4,17,2015,326.0,20,25
3853,4,17,2015,327.0,25,46
3854,4,17,2015,341.0,10,16
3855,4,17,2015,342.0,44,10
3856,4,17,2015,343.0,16,18
3857,4,17,2015,348.0,17,47
3858,4,17,2015,361.0,11,24
3859,4,17,2015,8561.0,26,22
3860,4,17,2015,8563.0,31,8
3861,4,17,2015,8565.0,34,22
3862,4,17,2015,8580.0,49,35
3863,4,17,2015,30540.0,23,16
3864,4,17,2016,40.0,7,44
3865,4,17,2016,50.0,35,46
3866,4,17,2016,8527.0,6,50
3867,4,17,2018,525.0,8,37
3868,4,17,2018,546.0,19,45
3869,4,17,2018,554.0,21,48
3870,4,17,2018,555.0,17,46
